expression,reading,meaning,tags,guid,vietnamese_definition
年月,としつき,months and years,JLPT JLPT_2 JLPT_3,b%`/I;RJ$^,năm
図書,としょ,books,JLPT JLPT_2 JLPT_3,e>Nm^AgJ]),Sách
年寄,としより,"old people, the aged",JLPT JLPT_2 JLPT_3,dH(n+sRgp{,Người già
閉じる,とじる,"to close (e.g., book, eyes), to shut",JLPT JLPT_2 JLPT_3,JWs?hJ:*yD,đóng
途端,とたん,"just (now, at the moment, etc.)",JLPT JLPT_2 JLPT_3,hC>h/uXgyk,Đột nhiên
土地,とち,"plot of land, lot, soil",JLPT JLPT_2 JLPT_3,d;>FkWx>zj,đất
突然,とつぜん,"abruptly, suddenly, unexpectedly",JLPT JLPT_2 JLPT_3,u9EG(SkQ{j,Đột ngột
トップ,トップ,top,JLPT JLPT_2 JLPT_3,q]>Jr![.(N,đứng đầu
届く,とどく,to reach,JLPT JLPT_2 JLPT_3,e?<7!g}yZ;,với tới
とにかく,とにかく,"anyhow, at any rate, anyway",JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21,im{&K_@wV,Dẫu sao thì
飛ばす,とばす,"to skip over, to omit",JLPT JLPT_2 JLPT_3,Hs}AOgVJU~,Bay
飛び出す,とびだす,"to jump out, to rush out, to fly out",JLPT JLPT_2 JLPT_3,jD`AkcS%la,nhảy ra
留める,とめる,"to fasten, to turn off, to detain",JLPT JLPT_2 JLPT_3,EluezN4]RV,dừng lại
泊める,とめる,to have someone stay (over night) (v.t.),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1,sr$3#;WnNi,Để ở lại
友,とも,"friend, companion, pal",JLPT JLPT_2 JLPT_3,I(06/Hp@B7,bạn bè
共に,ともに,"sharing with, participate in",JLPT JLPT_2 JLPT_3,J&blXp45W[,cả hai
虎,とら,tiger,JLPT JLPT_2 JLPT_3,q3*!nq{_pc,Con hổ
ドライブ,ドライブ,"drive, driving",JLPT Genki_Ln.11 JLPT_3 JLPT_2 Genki,"I,~F.X8Z8F",lái xe
トラック,トラック,truck; (running) track,JLPT JLPT_2 JLPT_3,q*_SbJJ@!!,theo dõi
ドラマ,ドラマ,drama,JLPT JLPT_2 JLPT_3,mL~N]Bfwf},kịch
トランプ,トランプ,playing cards (lit: trump),JLPT JLPT_2 JLPT_3,m&n=U!*VAu,Trump
取り上げる,とりあげる,"to take up, to pick up; to confiscate",JLPT JLPT_2 JLPT_3,hUa->MmssI,đảm nhận
努力,どりょく,"great effort, exertion, endeavor",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,P$}d5=b$SY,cố gắng
トレーニング,トレーニング,training,JLPT JLPT_2 JLPT_3,h-6r=v)@/P,đào tạo
ドレス,ドレス,dress,JLPT JLPT_2 JLPT_3,wj.H_PUH[6,đầm
取れる,とれる,"to come off, to be taken off",JLPT JLPT_2 JLPT_3,Hw{&qvpk7n,Lấy
泥,どろ,mud,JLPT JLPT_2 JLPT_3,d(Q$9Oy/;r,bùn
トン,トン,ton (1000 lbs.),JLPT JLPT_2 JLPT_3,c$BFN)`=lz,Tấn
とんでもない,とんでもない,"outrageous, No way!",JLPT JLPT_2 JLPT_3,bl*lVwAn^S,không đời nào
どんなに,どんなに,"how, how much",JLPT JLPT_2 JLPT_3,AecyZ~s0IY,bất kể như thế nào
トンネル,トンネル,tunnel,JLPT JLPT_2 JLPT_3,"gyvzV/QL,O",đường hầm
名,な,"name, reputation",JLPT JLPT_2 JLPT_3,O0j|#CZ{DW,tên
内容,ないよう,"subject, contents, detail",JLPT JLPT_2 JLPT_3,i{JT|O:vZ0,nội dung
なお,なお,"still, yet",JLPT JLPT_2 JLPT_3,x$e]XDdzMn,Ngoài ra
仲,なか,"relation, relationship",JLPT JLPT_2 JLPT_3,x6DIm?q|TP,Naka
流す,ながす,"to drain, to float, to shed (e.g., blood, tears)",JLPT JLPT_2 JLPT_3,b9+3bd5x%g,tuôn ra
半ば,なかば,"middle, halfway",JLPT JLPT_2 JLPT_3,m<2jyxDj3g,ở giữa
仲間,なかま,"company, fellow, colleague, associate",JLPT JLPT_2 JLPT_3,O~m#4j_48),đồng nghiệp
中身,なかみ,content(s); substance,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,J`BoSI)KdS,nội dung
中味,なかみ,"contents, interior, filling",JLPT JLPT_2 JLPT_3,iXe{m_#VVd,Nội dung
眺め,ながめ,scene; view; prospect; outlook,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,q7BF&&<kDs,Xem
眺める,ながめる,"to view, to gaze at",JLPT JLPT_2 JLPT_3,Jux]l79hU7,ánh nhìn
流れ,ながれ,"stream, current",JLPT JLPT_2 JLPT_3,d.aR+yRU]C,chảy
流れる,ながれる,"to flow, to be washed away",JLPT JLPT_2 JLPT_3,L(]6kjxkO5,chảy
亡くす,なくす,to lose someone,JLPT JLPT_2 JLPT_3,KL@%|R=4Tw,thua
殴る,なぐる,to strike; to hit; to punch,JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21,eS]UZnH]O8,đánh
無し,なし,without,JLPT JLPT_2 JLPT_3,tUofx+jM%K,không có
なぜなら,なぜなら,because,JLPT JLPT_2 JLPT_3,H{Gk:ou^*M,bởi vì
謎,なぞ,"riddle, puzzle, enigma",JLPT JLPT_2 JLPT_3,"NDO,I}[;_1",Bí ẩn
納得,なっとく,"consent, assent, understanding",JLPT JLPT_2 JLPT_3,JuwJ4CGSR`,Bằng lòng
何か,なにか,something,JLPT JLPT_3 JLPT_2 Genki_Ln.8 Genki,j.C?;uY)C5,thứ gì đó
なにも,なにも,nothing,JLPT JLPT_2 JLPT_3,MXWN];^p1V,Không có gì
鍋,なべ,"saucepan, pot",JLPT JLPT_2 JLPT_3,mwf<LRd<l+,chậu
生,なま,"raw, unprocessed",JLPT JLPT_2 JLPT_3,r*Fk8g)/r@,sinh
怠ける,なまける,"to be idle, to neglect",JLPT JLPT_2 JLPT_3,"yx?2EFwB,]",lười biếng
波,なみ,wave,JLPT JLPT_2 JLPT_3,pN{_T4/c^1,Sóng
涙,なみだ,tear,JLPT JLPT_2 JLPT_3,oRUb;($Ghp,nước mắt
悩む,なやむ,"to agonize, to be troubled",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,bu-LsE_(B1,lo lắng
鳴らす,ならす,"to ring, to sound",JLPT JLPT_2 JLPT_3,i97JG)YBV+,nhẫn
為る,なる,"to change, to be of use, to reach to",JLPT JLPT_2 JLPT_3,bNL#{T]zX=,Trở nên
生る,なる,to bear fruit,JLPT JLPT_2 JLPT_3,L4foi?c6%U,để sống
馴れる,なれる,"to become domesticated, to become tame",JLPT JLPT_2 JLPT_3,ol(4_S7K{0,Để làm quen với
縄,なわ,rope,JLPT JLPT_2 JLPT_3,n`oE5IcC;2,dây thừng
何で,なんで,"Why, What for",JLPT JLPT_2 JLPT_3,HqNM3@mEGg,Tại sao?
何でも,なんでも,"by all means, everything",JLPT JLPT_2 JLPT_3,KLOu@z)~5u,Bất cứ điều gì
何とか,なんとか,"somehow, anyhow, one way or another",JLPT JLPT_2 JLPT_3,PsxfE&mMV),bằng cách nào đó
似合う,にあう,"to suit (a person), to match (clothing), (something) becomes (someone)",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,jtNV<xuHWD,Nó hợp với bạn
煮える,にえる,"to boil, to cook, to be cooked",JLPT JLPT_2 JLPT_3,"bik,,M3:tN",đun sôi
苦手,にがて,"poor (at), weak (in), dislike (of)",JLPT JLPT_2 JLPT_3,M3gYUPwtEh,điểm yếu
握る,にぎる,"to grasp, to seize, to mold sushi",JLPT JLPT_2 JLPT_3,vmSd+R!f5d,va li
日,にち,day,JLPT JLPT_2 JLPT_3,Nod.Sq)g|g,ngày
日常,にちじょう,"ordinary, regular, everyday",JLPT JLPT_2 JLPT_3,m=K]ZkdB>_,hằng ngày
日光,にっこう,sunlight,JLPT JLPT_2 JLPT_3,O|V6=xs6Hv,ánh sáng mặt trời
日中,にっちゅう,"daytime, broad daylight",JLPT JLPT_2 JLPT_3,1%wJTAZoF,Ban ngày
にっこり,にっこり,"smile sweetly, smile, grin",JLPT JLPT_2 JLPT_3,A?rMl+E(~y,Mỉm cười
日本,にっぽん,Japan,JLPT JLPT_2 JLPT_3,xVTGJL[~Hv,Nhật Bản
日本,にほん,Japan,JLPT JLPT_3 JLPT_2 Genki_Ln.1 Genki,"PdXU2>,+,$",Nhật Bản
入場,にゅうじょう,"entrance, admission, entering",JLPT JLPT_2 JLPT_3,zYrH7+;Jc+,Nhập học
煮る,にる,"to boil, to cook",JLPT JLPT_2 JLPT_3,"GsAuw,hW%.",đun sôi
人気,にんき,popularity,JLPT JLPT_2 JLPT_3,IO!K5zC:]),Sự phổ biến
人間,にんげん,"human being, person",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,to[4Ed0},nhân loại
抜く,ぬく,"to extract, to omit, to unplug",JLPT JLPT_2 JLPT_3,J$S#dr#O.=,Di dời
抜ける,ぬける,"to come out, to fall out, to be omitted",JLPT JLPT_2 JLPT_3,J{iiC<@SQ{,Rời khỏi
布,ぬの,cloth,JLPT JLPT_2 JLPT_3,q$ysjT]VCx,vải
濡らす,ぬらす,"to wet, to soak",JLPT JLPT_2 JLPT_3,z@Vcw1=;j2,ướt
根,ね,root,JLPT JLPT_2 JLPT_3,d=p6h26.c<,gốc
値,ね,"value, price, cost",JLPT JLPT_2 JLPT_3,EQ[K4a8j3!,giá trị
願い,ねがい,"desire, wish, request",JLPT JLPT_2 JLPT_3,sUyGKFZ%Xv,ước
願う,ねがう,"to desire, to wish, to request",JLPT JLPT_2 JLPT_3,2e?!QE;A1,ước
鼠,ねずみ,"mouse, rat",JLPT JLPT_2 JLPT_3,G}*K+YvkrL,chuột
熱帯,ねったい,tropics,JLPT JLPT_2 JLPT_3,kkWXGyi|&~,Nhiệt đới
熱中,ねっちゅう,"enthusiasm, zeal, mania",JLPT JLPT_2 JLPT_3,lPMoEzcLqx,Sự nhiệt tình
年間,ねんかん,year,JLPT JLPT_2 JLPT_3,d_NdY-B:AA,Hàng năm
年月,ねんげつ,months and years,JLPT JLPT_2 JLPT_3,p^QZ#pHDS+,năm
年中,ねんじゅう,"whole year, always, everyday",JLPT JLPT_2 JLPT_3,E0SJPrLvM7,Giữa năm
年代,ねんだい,"age, era, period",JLPT JLPT_2 JLPT_3,wqq!d<%$gr,Kỷ nguyên
年齢,ねんれい,"age, years",JLPT JLPT_2 JLPT_3,"lI,ZQ1?Z/$",tuổi
野,の,field,JLPT JLPT_2 JLPT_3,y-+2`{({f&,cánh đồng
能,のう,"being skilled in, nicely, properly",JLPT JLPT_2 JLPT_3,m[Pt*UAu7d,có thể
農家,のうか,"farmer, farm family",JLPT JLPT_2 JLPT_3,v*vXrV&l.l,nông dân
農業,のうぎょう,agriculture,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,A3L<i~4B/),nông nghiệp
農民,のうみん,"farmers, peasants",JLPT JLPT_2 JLPT_3,l^C||-Q@FF,nông dân
能力,のうりょく,"ability, faculty",JLPT JLPT_2 JLPT_3,PQ%>W3<m<u,khả năng
ノー,ノー,no,JLPT JLPT_2 JLPT_3,A$DCH!&r|T,KHÔNG
軒,のき,eaves,JLPT JLPT_2 JLPT_3,DjCz-B0?P;,Mái hiên
残す,のこす,"to leave (behind, over), to save, to reserve",JLPT JLPT_2 JLPT_3,G9}3C/kn`n,rời khỏi
残り,のこり,"remaining, left-over",JLPT JLPT_2 JLPT_3,1Ev%4g:!#,nghỉ ngơi
乗せる,のせる,"to place on (something), to take on board",JLPT JLPT_2 JLPT_3,P;&]8~|B5t,Địa điểm
載せる,のせる,to place on (something); to publish,JLPT JLPT_2 JLPT_3,c~;t;&Vnza,Tải lên
覗く,のぞく,"to peek in, to look in",JLPT JLPT_2 JLPT_3,Hy+I.kN0`%,nhìn trộm
除く,のぞく,"to remove, to exclude, to except",JLPT JLPT_2 JLPT_3,y<H]05[a~3,ngoại trừ
望み,のぞみ,"wish, desire, (a) hope",JLPT JLPT_2 JLPT_3,QMT.-k$<Eb,Mong
望む,のぞむ,"to desire, to wish for; to view",JLPT JLPT_2 JLPT_3,"eI17,m{o4{",Tôi muốn
後,のち,"afterwards, since then",JLPT JLPT_2 JLPT_3,Rbg3w%yZT],mặt sau
ノック,ノック,knock; fungo (baseball),JLPT JLPT_2 JLPT_3,I|?mZ`76Sc,cú đánh
伸ばす,のばす,"to extend, to stretch, to reach out",JLPT JLPT_2 JLPT_3,xaB1#1Nz$,kéo dài
延ばす,のばす,"to extend, to stretch, to reach out",JLPT JLPT_2 JLPT_3,MCU^h_@4jl,mở rộng
伸びる,のびる,"to extend, to make progress, to grow",JLPT JLPT_2 JLPT_3,BVa+StSI^2,mở rộng
延びる,のびる,to be prolonged,JLPT JLPT_2 JLPT_3,h;x99>{wy|,mở rộng
述べる,のべる,"to state, to express, to mention",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,vf(j*ek(yX,Để nói
上る,のぼる,"to ascend, to go up, to climb",JLPT JLPT_2 JLPT_3,n99IdD&<1l,leo
昇る,のぼる,"to arise, to ascend, to go up",JLPT JLPT_2 JLPT_3,B@kvH2BlIF,tăng lên
載る,のる,"to appear (in print), to be recorded",JLPT JLPT_2 JLPT_3,Nibr^Gs/g<,sẽ được xuất bản
のんびり,のんびり,"carefree, at leisure",JLPT JLPT_3 JLPT_2 Genki_Ln.22 Genki,lW(_0K#qr1,thong thả
場,ば,"place, field (physics)",JLPT JLPT_2 JLPT_3,GDd)tLjDFI,cánh đồng
はあ (かん),はあ (かん),(sigh),JLPT JLPT_2 JLPT_3,q->2~QuZ7t,À (Tôi không hiểu)
パーセント,パーセント,percent,JLPT JLPT_2 JLPT_3,tRJyHS5V6y,phần trăm
灰,はい,ash,JLPT JLPT_2 JLPT_3,yp;].asZlp,Tro
梅雨,ばいう,rainy season,JLPT JLPT_2 JLPT_3,PSy.Vi_[#,mùa mưa
バイオリン,バイオリン,violin,JLPT Genki_Ln.13 JLPT_3 JLPT_2 Genki,P0|;%A4sXQ,vĩ cầm
ハイキング,ハイキング,hiking,JLPT JLPT_2 JLPT_3,HcQ1$Os%x4,đi bộ đường dài
配達,はいたつ,"delivery, distribution",JLPT JLPT_2 JLPT_3,xw:Qj132Wm,vận chuyển
パイプ,パイプ,pipe; channels official or otherwise,JLPT JLPT_2 JLPT_3,l4YS(}+dg9,đường ống
俳優,はいゆう,"actor, actress, performer",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,fZuFXWr:[`,diễn viên
パイロット,パイロット,pilot,JLPT JLPT_2 JLPT_3,bJuDn%>JBm,phi công
生える,はえる,"to grow, to spring up; to cut (teeth)",JLPT JLPT_2 JLPT_3,H`:KnzwCJZ,phát triển
墓,はか,"grave, tomb",JLPT JLPT_2 JLPT_3,"wyd?,|D3$8",mộ
馬鹿,ばか,"fool, idiot",JLPT JLPT_2 JLPT_3,NNq|t=8Aut,ngu xuẩn
博士,はかせ,"doctorate, PhD., doctor",JLPT JLPT_2 JLPT_3,ya}G1t{rx^,Tiến sĩ
計る,はかる,"to measure, to weigh, to survey",JLPT JLPT_2 JLPT_3,r=0WeQKi!d,đo lường
量る,はかる,"to measure, to weigh, to survey",JLPT JLPT_2 JLPT_3,CRts&/>]cr,đo lường
測る,はかる,"to measure, to weigh, to survey",JLPT JLPT_2 JLPT_3,E)0?EIUz7g,đo lường
掃く,はく,"to sweep, to brush, to gather up",JLPT JLPT_2 JLPT_3,vSCJIFU380,quét
吐く,はく,"to throw up, to vomit",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,wVP@*4xm(:,nôn mửa
拍手,はくしゅ,"clapping hands, applause",JLPT JLPT_2 JLPT_3,QlF4N)gbDJ,tiếng vỗ tay
莫大,ばくだい,"enormous, vast",JLPT JLPT_2 JLPT_3,E~?/H3*fy6,Mo Da
爆発,ばくはつ,"explosion, detonation, eruption",JLPT JLPT_2 JLPT_3,g9VYFn:WwV,vụ nổ
博物館,はくぶつかん,museum,JLPT JLPT_2 JLPT_3,LpU/`O$e<h,bảo tàng
激しい,はげしい,"violent, vehement, intense",JLPT JLPT_2 JLPT_3,v6}uu]rF:b,mãnh liệt
はさみ,はさみ,scissors,JLPT JLPT_2 JLPT_3,eD|fBc0re3,kéo
破産,はさん,(personal) bankruptcy,JLPT JLPT_2 JLPT_3,f7-bX^)CWC,phá sản
端,はし,"end (e.g., of street), edge, margin",JLPT JLPT_2 JLPT_3,lap$^>s}*W,kết thúc
始まり,はじまり,"origin, beginning",JLPT JLPT_2 JLPT_3,I]JL:M+y+M,bắt đầu
パス,パス,"path, pass (in games)",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,hnnWC$6?3f,con đường
外す,はずす,"to unfasten, to remove",JLPT JLPT_2 JLPT_3,nj2An#}L(c,di dời
パスポート,パスポート,passport,JLPT JLPT_2 JLPT_3,jjzXZ[V)~Q,hộ chiếu
外れる,はずれる,"to be disconnected, to be out (e.g., of gear)",JLPT JLPT_2 JLPT_3,r]URt`fp_5,Tháo ra
旗,はた,flag,JLPT JLPT_2 JLPT_3,dNY/1a;w#%,lá cờ
肌,はだ,skin,JLPT JLPT_2 JLPT_3,gmj^ZD0zR@,da
裸,はだか,"naked, nude",JLPT JLPT_2 JLPT_3,O|p6i=|2+#,trần truồng
畑,はたけ,"field, patch",JLPT JLPT_2 JLPT_3,rk<p3A[!PW,cánh đồng
働き,はたらき,"work, labor",JLPT JLPT_2 JLPT_3,G[F:Wb:]Y%,công việc
バッグ,バッグ,bag,JLPT JLPT_2 JLPT_3,^7.n+J;iq,cái túi
発見,はっけん,"discovery, detection, finding",JLPT JLPT_2 JLPT_3,e1V)m7Fw)7,khám phá
発行,はっこう,issue (publications),JLPT JLPT_2 JLPT_3,O3&*)a48ia,vấn đề
発車,はっしゃ,departure of a vehicle,JLPT JLPT_2 JLPT_3,ml<@&G38CG,Sự khởi hành
発射,はっしゃ,"firing, shooting, discharge",JLPT JLPT_2 JLPT_3,F/fE`P6yl-,bắn
罰する,ばっする,"to punish, to penalize",JLPT JLPT_2 JLPT_3,hbPUdBho_q,trừng phạt
発達,はったつ,"development, growth",JLPT JLPT_2 JLPT_3,Fi-WS4m5Vq,phát triển
ばったり,ばったり,(to meet) by chance,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,hf@ltuFXs9,Tình cờ
発展,はってん,"development, growth, progress",JLPT JLPT_2 JLPT_3,niC<3l*Uz&,phát triển
発表,はっぴょう,announcement; publication; presentation,Genki_Ln.15 JLPT JLPT_3 JLPT_2 Genki,q#5&i-N|DX,thông báo
発明,はつめい,invention,JLPT JLPT_2 JLPT_3,"m%u/3I%I,u",sự phát minh
派手,はで,"showy, flashy, gaudy",JLPT JLPT_2 JLPT_3,t&Cvj}ttRu,hào nhoáng
話し合う,はなしあう,"to discuss, to talk together",JLPT JLPT_2 JLPT_3,nVR8y%BClP,bàn luận
離す,はなす,"to part, to separate",JLPT JLPT_2 JLPT_3,"zQ6Rm,}F5G",Hãy buông bỏ
放す,はなす,"to separate, to set free",JLPT JLPT_2 JLPT_3,P8H2t4/rp$,Giải phóng
離れる,はなれる,"(something, someone) separates; parts from; to be apart",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15 Genki_Ln.23 Genki,Gk<MF_X=YD,Rời khỏi
放れる,はなれる,"to leave, to get free, to cut oneself off",JLPT JLPT_2 JLPT_3,pQ8K=L1K+c,Giải phóng
羽,はね,wing,JLPT JLPT_2 JLPT_3,LCMy2UZmN,Lông vũ
羽根,はね,feather,JLPT JLPT_2 JLPT_3,IFw6^-Jg|1,Lông vũ
幅,はば,"width, breadth",JLPT JLPT_2 JLPT_3,yuqlNtOC6P,chiều rộng
母親,ははおや,mother,JLPT JLPT_2 JLPT_3,gl#dQh*e=R,Mẹ
省く,はぶく,"to omit, to eliminate",JLPT JLPT_2 JLPT_3,hA|}BeGd!`,bỏ qua
場面,ばめん,"scene, setting (e.g., of novel)",JLPT JLPT_2 JLPT_3,wCW&}Thr>1,bối cảnh
流行る,はやる,"to be popular, to come into fashion",JLPT JLPT_2 JLPT_3,l+WfR9cGsI,Phổ biến
腹,はら,"abdomen, belly, stomach",JLPT JLPT_2 JLPT_3,sfZ+Z?`&!R,cái bụng
原,はら,"field, plain",JLPT JLPT_2 JLPT_3,c<(AEgR!*z,Nguyên bản
バランス,バランス,balance,JLPT JLPT_2 JLPT_3,QVn*9^P55E,THĂNG BẰNG
針,はり,"needle, hand (e.g., clock)",JLPT JLPT_2 JLPT_3,QA`E9TI{mo,Cây kim
範囲,はんい,"extent, scope, range",JLPT JLPT_2 JLPT_3,r:1!2<WUUN,phạm vi
反抗,はんこう,"opposition, resistance",JLPT JLPT_2 JLPT_3,"IDJ,GPHc09",sức chống cự
犯罪,はんざい,crime,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,h9%1~S`/5q,tội phạm
ハンサム,ハンサム,handsome,JLPT JLPT_2 JLPT_3,F8GaX2S*6r,đẹp trai
反省,はんせい,"reflection, reconsideration, regret",JLPT JLPT_2 JLPT_3,jl_=K>.y=r,sự tự soi xét
判断,はんだん,"judgment, decision",JLPT JLPT_2 JLPT_3,v@gzHM&*wS,phán quyết
犯人,はんにん,"offender, criminal",JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21,KepmoPPwL&,thủ phạm
販売,はんばい,"sale, selling, marketing",JLPT JLPT_2 JLPT_3,c`5qHhM#2.,doanh thu
灯,ひ,light,JLPT JLPT_2 JLPT_3,I||i~_;O|L,đèn
ビール,ビール,beer,JLPT Genki_Ln.11 JLPT_3 JLPT_2 Genki,l^Yo8c$buu,Bia 
被害,ひがい,damage,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,tAfC4<pK2g,hư hại
比較,ひかく,comparison,JLPT JLPT_2 JLPT_3,JGY{<0z3/z,So sánh
ピクニック,ピクニック,picnic,JLPT JLPT_2 JLPT_3,oc^zhI)pBK,đi chơi picnic
悲劇,ひげき,tragedy,JLPT JLPT_2 JLPT_3,EzhU5X_S}(,bi kịch
飛行,ひこう,"aviation, flight",JLPT JLPT_2 JLPT_3,rAR4=4~Jb^,chuyến bay
膝,ひざ,"knee, lap",JLPT JLPT_2 JLPT_3,I?$>s3Mj7%,đầu gối
非常,ひじょう,"emergency, extraordinary, unusual",JLPT JLPT_2 JLPT_3,jIVGL0x@qc,Rất
美人,びじん,beautiful person (woman),JLPT JLPT_2 JLPT_3,g|cQb(%])I,Người phụ nữ xinh đẹp
額,ひたい,"forehead, brow",JLPT JLPT_2 JLPT_3,K}(BncWd~a,số lượng
日付,ひづけ,"date, dating",JLPT JLPT_2 JLPT_3,jl00WKL;dH,ngày
引越し,ひっこし,"moving, changing residence",JLPT JLPT_2 JLPT_3,"rxV,INx<Hk",di chuyển
必死,ひっし,"desperation, frantic, inevitable result",JLPT JLPT_2 JLPT_3,nC7R$*m=)e,Tuyệt vọng
ぴったり,ぴったり,"exactly, neatly, sharp",JLPT JLPT_2 JLPT_3,gEO0@gf40A,Hoàn hảo
引っ張る,ひっぱる,"to pull, to stretch, to drag",JLPT JLPT_2 JLPT_3,FzRJSNQfTY,sự lôi kéo
否定,ひてい,"negation, denial",JLPT JLPT_2 JLPT_3,hq]bB}D.D,Phủ định
ビデオ,ビデオ,video tape; VCR,JLPT JLPT_3 JLPT_2 Genki_Ln.3 Genki,fVfQ41zUR-,băng hình
一言,ひとこと,one word,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,cb)`=-[#ld,Một từ
人込み,ひとごみ,crowd of people,JLPT JLPT_2 JLPT_3,ew])gT]]&],đám đông
等しい,ひとしい,equal,JLPT JLPT_2 JLPT_3,g*T^:&)[`f,bình đẳng
独り,ひとり,"alone, unmarried",JLPT JLPT_2 JLPT_3,CIC9}ZNl+],một mình
一人一人,ひとりひとり,"one by one, each",JLPT JLPT_2 JLPT_3,g/LDWyd~bV,Mỗi và mọi
批判,ひはん,criticism,JLPT JLPT_2 JLPT_3,sSt}v%TolX,Phê bình
批評,ひひょう,"criticism, review, commentary",JLPT JLPT_2 JLPT_3,nZusJ0/%}S,chỉ trích
秘密,ひみつ,"secret, secrecy",Genki_Ln.17 JLPT JLPT_3 JLPT_2 Genki,K8:/c`_D0>,bí mật
微妙,びみょう,"delicate, subtle",JLPT JLPT_2 JLPT_3,y[W__*[UUc,tinh tế
紐,ひも,"string, cord",JLPT JLPT_2 JLPT_3,p`?=+t<[ZR,sợi dây
冷やす,ひやす,"to cool, to refrigerate",JLPT JLPT_2 JLPT_3,DSr^r:qjw.,mát mẻ
費用,ひよう,"cost, expense",JLPT JLPT_2 JLPT_3,r1KmsC-Y<P,trị giá
表,ひょう,"table (e.g., Tab 1), chart, list",JLPT JLPT_2 JLPT_3,C+2G67mxr#,bề mặt
秒,びょう,second (60th min),JLPT JLPT_2 JLPT_3,yX.tO*9QI!,Thứ hai
評価,ひょうか,"assessment, evaluation",JLPT JLPT_2 JLPT_3,u;D]S#_>Xe,sự đánh giá
表現,ひょうげん,"expression, presentation",JLPT JLPT_2 JLPT_3,luB++%rSgA,Hiệu suất
表情,ひょうじょう,facial expression,JLPT JLPT_2 JLPT_3,hyoeK91[Bh,sự biểu lộ
平等,びょうどう,"equality, impartiality, evenness",JLPT JLPT_2 JLPT_3,AJ(ugjSc/!,bình đẳng
評判,ひょうばん,"fame, reputation",JLPT JLPT_2 JLPT_3,wS@|p-w%.R,danh tiếng
表面,ひょうめん,"surface, outside, face",JLPT JLPT_2 JLPT_3,u`tQMUrn$Y,bề mặt
広がる,ひろがる,"to spread (out), to extend, to stretch, to reach to, to get around",JLPT JLPT_2 JLPT_3,uwnemtdnp7,lây lan
広げる,ひろげる,"to spread, to extend, to expand, to enlarge",JLPT JLPT_2 JLPT_3,",acb]qNE)",lây lan
広める,ひろめる,"to broaden, to propagate",JLPT JLPT_2 JLPT_3,A(+H=R:mLS,lây lan
品,ひん,"goods; taste, elegance",JLPT JLPT_2 JLPT_3,G((JK!Y$Y=,sản phẩm
瓶,びん,bottle,JLPT JLPT_2 JLPT_3,s2SgOi7f``,cái chai
便,びん,"way, means; flight",JLPT Genki_Ln.10 JLPT_3 JLPT_2 Genki,"hW&&,9z!hz",Thuận lợi
ピン,ピン,pin,JLPT JLPT_2 JLPT_3,w[{)#&AAgf,ghim
不,ふ,"un(~), non(~), negative prefix",JLPT JLPT_2 JLPT_3,DaVjdKEUb@,KHÔNG
不,ぶ,"un(~), non(~), negative prefix",JLPT JLPT_2 JLPT_3,xWoO+hKXb|,KHÔNG
無,ぶ,"nothing, naught, nil, zero",JLPT JLPT_2 JLPT_3,"F0,T~)w`pd",không có
分,ぶ,"dividing, part",JLPT JLPT_2 JLPT_3,o4et&;Hn=[,điểm
不安,ふあん,"anxiety, uneasiness",JLPT JLPT_2 JLPT_3,B.}P5XzBC<,sự lo lắng
風景,ふうけい,scenery,JLPT JLPT_2 JLPT_3,K|bB_b5g2q,phong cảnh
夫婦,ふうふ,"married couple, husband and wife",JLPT Genki_Ln.14 Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14 Genki,vE=+[H1Y=?,cặp đôi
